v1, v2, dup lines, v1_lines, v2_lines
1.3.1, 1.5, 9, 2843, 4379
1.3.1, 1.5.0, 9, 2843, 4379
1.3.1, 1.5.1, 9, 2843, 4447
1.3.1, 1.5.2, 9, 2843, 4479
1.3.1, 1.6, 0, 2843, 4867
1.3.1, 1.6.0, 0, 2843, 4867
1.3.1, 1.6.1, 0, 2843, 4914
1.3.1, 1.6.2, 0, 2843, 4950
1.3.1, 1.6.3, 0, 2843, 5204
1.3.1, 1.6.4, 0, 2843, 5204
1.3.1, 1.7, 0, 2843, 5398
1.3.1, 1.7.0, 0, 2843, 5398
1.3.1, 1.7.1, 0, 2843, 5373
1.3.1, 1.7.2, 0, 2843, 5473
1.3.1, 1.8.0, 0, 2843, 5314
1.3.1, 1.8.1, 0, 2843, 5319
1.3.1, 1.8.2, 0, 2843, 5323
1.3.1, 1.8.3, 0, 2843, 5335
1.3.2, 1.2, 46, 2953, 1942
1.3.2, 1.2.1, 59, 2953, 1958
1.3.2, 1.2.2, 402, 2953, 2092
1.3.2, 1.2.3, 452, 2953, 2116
1.3.2, 1.2.4, 674, 2953, 2197
1.3.2, 1.2.5, 674, 2953, 2197
1.3.2, 1.2.6, 688, 2953, 2200
1.3.2, 1.3, 1128, 2953, 2850
1.3.2, 1.3.0, 1128, 2953, 2850
1.3.2, 1.3.1, 1142, 2953, 2843
1.3.2, 1.3.2, 1171, 2953, 2953
1.3.2, 1.4, 116, 2953, 3296
1.3.2, 1.4.0, 116, 2953, 3296
1.3.2, 1.4.1, 116, 2953, 3349
1.3.2, 1.4.2, 103, 2953, 3455
1.3.2, 1.4.3, 31, 2953, 3790
1.3.2, 1.4.4, 31, 2953, 3890
1.3.2, 1.5, 9, 2953, 4379
1.3.2, 1.5.0, 9, 2953, 4379
1.3.2, 1.5.1, 9, 2953, 4447
1.3.2, 1.5.2, 9, 2953, 4479
1.3.2, 1.6, 0, 2953, 4867
1.3.2, 1.6.0, 0, 2953, 4867
1.3.2, 1.6.1, 0, 2953, 4914
1.3.2, 1.6.2, 0, 2953, 4950
1.3.2, 1.6.3, 0, 2953, 5204
1.3.2, 1.6.4, 0, 2953, 5204
1.3.2, 1.7, 0, 2953, 5398
1.3.2, 1.7.0, 0, 2953, 5398
1.3.2, 1.7.1, 0, 2953, 5373
1.3.2, 1.7.2, 0, 2953, 5473
1.3.2, 1.8.0, 0, 2953, 5314
1.3.2, 1.8.1, 0, 2953, 5319
1.3.2, 1.8.2, 0, 2953, 5323
1.3.2, 1.8.3, 0, 2953, 5335
1.4, 1.10.0, 29, 3296, 5322
1.4, 1.10.1, 29, 3296, 5318
1.4, 1.10.2, 29, 3296, 5325
1.4, 1.11.0, 29, 3296, 15110
1.4, 1.11.1, 29, 3296, 15088
1.4, 1.11.2, 29, 3296, 15107
1.4, 1.11.3, 29, 3296, 15107
1.4, 1.12.0, 0, 3296, 6336
1.4, 1.12.1, 0, 3296, 6335
1.4, 1.12.2, 0, 3296, 6328
1.4, 1.12.3, 0, 3296, 6323
1.4, 1.12.4, 0, 3296, 6323
1.4, 1.2.1, 0, 3296, 1958
1.4, 1.2.2, 42, 3296, 2092
1.4, 1.2.3, 42, 3296, 2116
1.4, 1.2.4, 48, 3296, 2197
1.4, 1.2.5, 48, 3296, 2197
1.4, 1.2.6, 48, 3296, 2200
1.4, 1.3, 108, 3296, 2850
1.4, 1.3.0, 108, 3296, 2850
1.4, 1.3.1, 108, 3296, 2843
1.4, 1.3.2, 108, 3296, 2953
1.4, 1.4, 0, 3296, 3296
1.4, 1.4.0, 0, 3296, 3296
1.4, 1.4.1, 0, 3296, 3349
1.4, 1.4.2, 0, 3296, 3455
1.4, 1.4.3, 636, 3296, 3790
1.4, 1.4.4, 613, 3296, 3890
1.4, 1.5, 575, 3296, 4379
1.4, 1.5.0, 575, 3296, 4379
1.4, 1.5.1, 575, 3296, 4447
1.4, 1.5.2, 575, 3296, 4479
1.4, 1.6, 508, 3296, 4867
1.4, 1.6.0, 508, 3296, 4867
1.4, 1.6.1, 459, 3296, 4914
1.4, 1.6.2, 436, 3296, 4950
1.4, 1.6.3, 436, 3296, 5204
1.4, 1.6.4, 436, 3296, 5204
1.4, 1.7, 353, 3296, 5398
1.4, 1.7.0, 353, 3296, 5398
1.4, 1.7.1, 395, 3296, 5373
1.4, 1.7.2, 365, 3296, 5473
1.4, 1.8.0, 116, 3296, 5314
1.4, 1.8.1, 116, 3296, 5319
1.4, 1.8.2, 116, 3296, 5323
1.4, 1.8.3, 116, 3296, 5335
1.4, 1.9.0, 29, 3296, 5269
1.4, 1.9.1, 29, 3296, 5290
1.4, 2.0.0, 0, 3296, 4804
1.4, 2.0.1, 0, 3296, 4825
1.4, 2.0.2, 0, 3296, 4819
1.4, 2.0.3, 0, 3296, 4829
1.4, 2.1.0, 0, 3296, 14476
1.4, 2.1.1, 0, 3296, 14525
1.4, 2.1.2, 0, 3296, 14536
1.4, 2.1.3, 0, 3296, 14536
1.4, 2.1.4, 0, 3296, 14536
1.4.0, 1.10.0, 29, 3296, 5322
1.4.0, 1.10.1, 29, 3296, 5318
1.4.0, 1.10.2, 29, 3296, 5325
1.4.0, 1.11.0, 29, 3296, 15110
1.4.0, 1.11.1, 29, 3296, 15088
1.4.0, 1.11.2, 29, 3296, 15107
1.4.0, 1.11.3, 29, 3296, 15107
1.4.0, 1.12.0, 0, 3296, 6336
1.4.0, 1.12.1, 0, 3296, 6335
1.4.0, 1.12.2, 0, 3296, 6328
1.4.0, 1.12.3, 0, 3296, 6323
1.4.0, 1.12.4, 0, 3296, 6323
1.4.0, 1.2.1, 0, 3296, 1958
1.4.0, 1.2.2, 42, 3296, 2092
1.4.0, 1.2.3, 42, 3296, 2116
1.4.0, 1.2.4, 48, 3296, 2197
1.4.0, 1.2.5, 48, 3296, 2197
1.4.0, 1.2.6, 48, 3296, 2200
1.4.0, 1.3, 108, 3296, 2850
1.4.0, 1.3.0, 108, 3296, 2850
1.4.0, 1.3.1, 108, 3296, 2843
1.4.0, 1.3.2, 108, 3296, 2953
1.4.0, 1.4, 0, 3296, 3296
1.4.0, 1.4.0, 0, 3296, 3296
1.4.0, 1.4.1, 0, 3296, 3349
1.4.0, 1.4.2, 0, 3296, 3455
1.4.0, 1.4.3, 636, 3296, 3790
1.4.0, 1.4.4, 613, 3296, 3890
1.4.0, 1.5, 575, 3296, 4379
1.4.0, 1.5.0, 575, 3296, 4379
1.4.0, 1.5.1, 575, 3296, 4447
1.4.0, 1.5.2, 575, 3296, 4479
1.4.0, 1.6, 508, 3296, 4867
1.4.0, 1.6.0, 508, 3296, 4867
1.4.0, 1.6.1, 459, 3296, 4914
1.4.0, 1.6.2, 436, 3296, 4950
1.4.0, 1.6.3, 436, 3296, 5204
1.4.0, 1.6.4, 436, 3296, 5204
1.4.0, 1.7, 353, 3296, 5398
1.4.0, 1.7.0, 353, 3296, 5398
1.4.0, 1.7.1, 395, 3296, 5373
1.4.0, 1.7.2, 365, 3296, 5473
1.4.0, 1.8.0, 116, 3296, 5314
1.4.0, 1.8.1, 116, 3296, 5319
1.4.0, 1.8.2, 116, 3296, 5323
1.4.0, 1.8.3, 116, 3296, 5335
1.4.0, 1.9.0, 29, 3296, 5269
1.4.0, 1.9.1, 29, 3296, 5290
1.4.0, 2.0.0, 0, 3296, 4804
1.4.0, 2.0.1, 0, 3296, 4825
1.4.0, 2.0.2, 0, 3296, 4819
1.4.0, 2.0.3, 0, 3296, 4829
1.4.0, 2.1.0, 0, 3296, 14476
1.4.0, 2.1.1, 0, 3296, 14525
1.4.0, 2.1.2, 0, 3296, 14536
1.4.0, 2.1.3, 0, 3296, 14536
1.4.0, 2.1.4, 0, 3296, 14536
1.4.1, 1.10.0, 60, 3349, 5322
1.4.1, 1.10.1, 60, 3349, 5318
1.4.1, 1.10.2, 60, 3349, 5325
1.4.1, 1.11.0, 60, 3349, 15110
1.4.1, 1.11.1, 60, 3349, 15088
1.4.1, 1.11.2, 60, 3349, 15107
1.4.1, 1.11.3, 60, 3349, 15107
1.4.1, 1.12.0, 0, 3349, 6336
1.4.1, 1.12.1, 0, 3349, 6335
1.4.1, 1.12.2, 0, 3349, 6328
1.4.1, 1.12.3, 0, 3349, 6323
1.4.1, 1.12.4, 0, 3349, 6323
1.4.1, 1.2.1, 0, 3349, 1958
1.4.1, 1.2.2, 42, 3349, 2092
1.4.1, 1.2.3, 42, 3349, 2116
1.4.1, 1.2.4, 47, 3349, 2197
1.4.1, 1.2.5, 47, 3349, 2197
1.4.1, 1.2.6, 47, 3349, 2200
1.4.1, 1.3, 107, 3349, 2850
1.4.1, 1.3.0, 107, 3349, 2850
1.4.1, 1.3.1, 107, 3349, 2843
1.4.1, 1.3.2, 112, 3349, 2953
1.4.1, 1.4, 812, 3349, 3296
1.4.1, 1.4.0, 812, 3349, 3296
1.4.1, 1.4.1, 854, 3349, 3349
1.4.1, 1.4.2, 803, 3349, 3455
1.4.1, 1.4.3, 793, 3349, 3790
1.4.1, 1.4.4, 793, 3349, 3890
1.4.1, 1.5, 0, 3349, 4379
1.4.1, 1.5.0, 0, 3349, 4379
1.4.1, 1.5.1, 0, 3349, 4447
1.4.1, 1.5.2, 0, 3349, 4479
1.4.1, 1.6, 793, 3349, 4867
1.4.1, 1.6.0, 793, 3349, 4867
1.4.1, 1.6.1, 793, 3349, 4914
1.4.1, 1.6.2, 793, 3349, 4950
1.4.1, 1.6.3, 793, 3349, 5204
1.4.1, 1.6.4, 793, 3349, 5204
1.4.1, 1.7, 0, 3349, 5398
1.4.1, 1.7.0, 0, 3349, 5398
1.4.1, 1.7.1, 0, 3349, 5373
1.4.1, 1.7.2, 277, 3349, 5473
1.4.1, 1.8.0, 130, 3349, 5314
1.4.1, 1.8.1, 130, 3349, 5319
1.4.1, 1.8.2, 130, 3349, 5323
1.4.1, 1.8.3, 130, 3349, 5335
1.4.1, 1.9.0, 60, 3349, 5269
1.4.1, 1.9.1, 60, 3349, 5290
1.4.1, 2.0.0, 26, 3349, 4804
1.4.1, 2.0.1, 26, 3349, 4825
1.4.1, 2.0.2, 26, 3349, 4819
1.4.1, 2.0.3, 26, 3349, 4829
1.4.1, 2.1.0, 26, 3349, 14476
1.4.1, 2.1.1, 26, 3349, 14525
1.4.1, 2.1.2, 26, 3349, 14536
1.4.1, 2.1.3, 26, 3349, 14536
1.4.1, 2.1.4, 26, 3349, 14536
1.4.1, 2.2.0, 0, 3349, 5749
1.4.1, 2.2.1, 0, 3349, 5747
1.4.1, 2.2.2, 0, 3349, 5749
1.4.1, 2.2.3, 0, 3349, 5749
1.4.1, 2.2.4, 0, 3349, 5742
1.4.1, 3.0.0, 0, 3349, 6013
1.4.1, 3.1.0, 0, 3349, 6034
1.4.1, 3.1.1, 0, 3349, 6095
1.4.1, 3.2.0, 0, 3349, 6117
1.4.1, 3.2.1, 0, 3349, 6117
1.4.2, 1.10.0, 60, 3455, 5322
1.4.2, 1.10.1, 60, 3455, 5318
1.4.2, 1.10.2, 60, 3455, 5325
1.4.2, 1.11.0, 60, 3455, 15110
1.4.2, 1.11.1, 60, 3455, 15088
1.4.2, 1.11.2, 60, 3455, 15107
1.4.2, 1.11.3, 60, 3455, 15107
1.4.2, 1.12.0, 0, 3455, 6336
1.4.2, 1.12.1, 0, 3455, 6335
1.4.2, 1.12.2, 0, 3455, 6328
1.4.2, 1.12.3, 0, 3455, 6323
1.4.2, 1.12.4, 0, 3455, 6323
1.4.2, 1.2.1, 0, 3455, 1958
1.4.2, 1.2.2, 42, 3455, 2092
1.4.2, 1.2.3, 42, 3455, 2116
1.4.2, 1.2.4, 47, 3455, 2197
1.4.2, 1.2.5, 47, 3455, 2197
1.4.2, 1.2.6, 47, 3455, 2200
1.4.2, 1.3, 107, 3455, 2850
1.4.2, 1.3.0, 107, 3455, 2850
1.4.2, 1.3.1, 107, 3455, 2843
1.4.2, 1.3.2, 112, 3455, 2953
1.4.2, 1.4, 799, 3455, 3296
1.4.2, 1.4.0, 799, 3455, 3296
1.4.2, 1.4.1, 838, 3455, 3349
1.4.2, 1.4.2, 929, 3455, 3455
1.4.2, 1.4.3, 856, 3455, 3790
1.4.2, 1.4.4, 856, 3455, 3890
1.4.2, 1.5, 898, 3455, 4379
1.4.2, 1.5.0, 898, 3455, 4379
1.4.2, 1.5.1, 898, 3455, 4447
1.4.2, 1.5.2, 898, 3455, 4479
1.4.2, 1.6, 908, 3455, 4867
1.4.2, 1.6.0, 908, 3455, 4867
1.4.2, 1.6.1, 908, 3455, 4914
1.4.2, 1.6.2, 908, 3455, 4950
1.4.2, 1.6.3, 908, 3455, 5204
1.4.2, 1.6.4, 908, 3455, 5204
1.4.2, 1.7, 0, 3455, 5398
1.4.2, 1.7.0, 0, 3455, 5398
1.4.2, 1.7.1, 0, 3455, 5373
1.4.2, 1.7.2, 326, 3455, 5473
1.4.2, 1.8.0, 154, 3455, 5314
1.4.2, 1.8.1, 154, 3455, 5319
1.4.2, 1.8.2, 154, 3455, 5323
1.4.2, 1.8.3, 154, 3455, 5335
1.4.2, 1.9.0, 60, 3455, 5269
1.4.2, 1.9.1, 60, 3455, 5290
1.4.2, 2.0.0, 26, 3455, 4804
1.4.2, 2.0.1, 26, 3455, 4825
1.4.2, 2.0.2, 26, 3455, 4819
1.4.2, 2.0.3, 26, 3455, 4829
1.4.2, 2.1.0, 26, 3455, 14476
1.4.2, 2.1.1, 26, 3455, 14525
1.4.2, 2.1.2, 26, 3455, 14536
1.4.2, 2.1.3, 26, 3455, 14536
1.4.2, 2.1.4, 26, 3455, 14536
1.4.2, 2.2.0, 0, 3455, 5749
1.4.2, 2.2.1, 0, 3455, 5747
1.4.2, 2.2.2, 0, 3455, 5749
1.4.2, 2.2.3, 0, 3455, 5749
1.4.2, 2.2.4, 0, 3455, 5742
1.4.2, 3.0.0, 0, 3455, 6013
1.4.2, 3.1.0, 0, 3455, 6034
1.4.2, 3.1.1, 0, 3455, 6095
1.4.2, 3.2.0, 0, 3455, 6117
1.4.2, 3.2.1, 0, 3455, 6117
1.4.3, 1.10.0, 104, 3790, 5322
1.4.3, 1.10.1, 104, 3790, 5318
1.4.3, 1.10.2, 104, 3790, 5325
1.4.3, 1.11.0, 104, 3790, 15110
1.4.3, 1.11.1, 104, 3790, 15088
1.4.3, 1.11.2, 104, 3790, 15107
1.4.3, 1.11.3, 104, 3790, 15107
1.4.3, 1.12.0, 93, 3790, 6336
1.4.3, 1.12.1, 93, 3790, 6335
1.4.3, 1.12.2, 93, 3790, 6328
1.4.3, 1.12.3, 93, 3790, 6323
1.4.3, 1.12.4, 93, 3790, 6323
1.4.3, 1.2.2, 0, 3790, 2092
1.4.3, 1.2.3, 0, 3790, 2116
1.4.3, 1.2.4, 0, 3790, 2197
1.4.3, 1.2.5, 0, 3790, 2197
1.4.3, 1.2.6, 0, 3790, 2200
1.4.3, 1.3, 27, 3790, 2850
1.4.3, 1.3.0, 27, 3790, 2850
1.4.3, 1.3.1, 27, 3790, 2843
1.4.3, 1.3.2, 32, 3790, 2953
1.4.3, 1.4, 669, 3790, 3296
1.4.3, 1.4.0, 669, 3790, 3296
1.4.3, 1.4.1, 669, 3790, 3349
1.4.3, 1.4.2, 775, 3790, 3455
1.4.3, 1.4.3, 1104, 3790, 3790
1.4.3, 1.4.4, 1104, 3790, 3890
1.4.3, 1.5, 1094, 3790, 4379
1.4.3, 1.5.0, 1094, 3790, 4379
1.4.3, 1.5.1, 1063, 3790, 4447
1.4.3, 1.5.2, 1063, 3790, 4479
1.4.3, 1.6, 1073, 3790, 4867
1.4.3, 1.6.0, 1073, 3790, 4867
1.4.3, 1.6.1, 1073, 3790, 4914
1.4.3, 1.6.2, 1073, 3790, 4950
1.4.3, 1.6.3, 1073, 3790, 5204
1.4.3, 1.6.4, 1073, 3790, 5204
1.4.3, 1.7, 0, 3790, 5398
1.4.3, 1.7.0, 0, 3790, 5398
1.4.3, 1.7.1, 0, 3790, 5373
1.4.3, 1.7.2, 587, 3790, 5473
1.4.3, 1.8.0, 224, 3790, 5314
1.4.3, 1.8.1, 224, 3790, 5319
1.4.3, 1.8.2, 224, 3790, 5323
1.4.3, 1.8.3, 224, 3790, 5335
1.4.3, 1.9.0, 146, 3790, 5269
1.4.3, 1.9.1, 146, 3790, 5290
1.4.3, 2.0.0, 72, 3790, 4804
1.4.3, 2.0.1, 72, 3790, 4825
1.4.3, 2.0.2, 72, 3790, 4819
1.4.3, 2.0.3, 72, 3790, 4829
1.4.3, 2.1.0, 72, 3790, 14476
1.4.3, 2.1.1, 72, 3790, 14525
1.4.3, 2.1.2, 72, 3790, 14536
1.4.3, 2.1.3, 72, 3790, 14536
1.4.3, 2.1.4, 72, 3790, 14536
1.4.3, 2.2.0, 60, 3790, 5749
1.4.3, 2.2.1, 60, 3790, 5747
1.4.3, 2.2.2, 60, 3790, 5749
1.4.3, 2.2.3, 60, 3790, 5749
1.4.3, 2.2.4, 60, 3790, 5742
1.4.3, 3.0.0, 60, 3790, 6013
1.4.3, 3.1.0, 60, 3790, 6034
1.4.3, 3.1.1, 60, 3790, 6095
1.4.3, 3.2.0, 60, 3790, 6117
1.4.3, 3.2.1, 60, 3790, 6117
1.4.3, 3.3.0, 0, 3790, 6235
1.4.3, 3.3.1, 0, 3790, 6235
1.4.4, 1.10.0, 110, 3890, 5322
1.4.4, 1.10.1, 110, 3890, 5318
1.4.4, 1.10.2, 110, 3890, 5325
1.4.4, 1.11.0, 98, 3890, 15110
1.4.4, 1.11.1, 98, 3890, 15088
1.4.4, 1.11.2, 98, 3890, 15107
1.4.4, 1.11.3, 98, 3890, 15107
1.4.4, 1.12.0, 85, 3890, 6336
1.4.4, 1.12.1, 85, 3890, 6335
1.4.4, 1.12.2, 85, 3890, 6328
1.4.4, 1.12.3, 85, 3890, 6323
1.4.4, 1.12.4, 85, 3890, 6323
1.4.4, 1.2.2, 0, 3890, 2092
1.4.4, 1.2.3, 0, 3890, 2116
1.4.4, 1.2.4, 0, 3890, 2197
1.4.4, 1.2.5, 0, 3890, 2197
1.4.4, 1.2.6, 0, 3890, 2200
1.4.4, 1.3, 27, 3890, 2850
1.4.4, 1.3.0, 27, 3890, 2850
1.4.4, 1.3.1, 27, 3890, 2843
1.4.4, 1.3.2, 32, 3890, 2953
1.4.4, 1.4, 683, 3890, 3296
1.4.4, 1.4.0, 683, 3890, 3296
1.4.4, 1.4.1, 685, 3890, 3349
1.4.4, 1.4.2, 780, 3890, 3455
1.4.4, 1.4.3, 1117, 3890, 3790
1.4.4, 1.4.4, 1117, 3890, 3890
1.4.4, 1.5, 1107, 3890, 4379
1.4.4, 1.5.0, 1107, 3890, 4379
1.4.4, 1.5.1, 1076, 3890, 4447
1.4.4, 1.5.2, 1076, 3890, 4479
1.4.4, 1.6, 1086, 3890, 4867
1.4.4, 1.6.0, 1086, 3890, 4867
1.4.4, 1.6.1, 1086, 3890, 4914
1.4.4, 1.6.2, 1086, 3890, 4950
1.4.4, 1.6.3, 1086, 3890, 5204
1.4.4, 1.6.4, 1086, 3890, 5204
1.4.4, 1.7, 0, 3890, 5398
1.4.4, 1.7.0, 0, 3890, 5398
1.4.4, 1.7.1, 0, 3890, 5373
1.4.4, 1.7.2, 569, 3890, 5473
1.4.4, 1.8.0, 276, 3890, 5314
1.4.4, 1.8.1, 276, 3890, 5319
1.4.4, 1.8.2, 276, 3890, 5323
1.4.4, 1.8.3, 230, 3890, 5335
1.4.4, 1.9.0, 133, 3890, 5269
1.4.4, 1.9.1, 123, 3890, 5290
1.4.4, 2.0.0, 54, 3890, 4804
1.4.4, 2.0.1, 54, 3890, 4825
1.4.4, 2.0.2, 54, 3890, 4819
1.4.4, 2.0.3, 54, 3890, 4829
1.4.4, 2.1.0, 54, 3890, 14476
1.4.4, 2.1.1, 54, 3890, 14525
1.4.4, 2.1.2, 54, 3890, 14536
1.4.4, 2.1.3, 54, 3890, 14536
1.4.4, 2.1.4, 54, 3890, 14536
1.4.4, 2.2.0, 42, 3890, 5749
1.4.4, 2.2.1, 42, 3890, 5747
1.4.4, 2.2.2, 42, 3890, 5749
1.4.4, 2.2.3, 42, 3890, 5749
1.4.4, 2.2.4, 42, 3890, 5742
1.4.4, 3.0.0, 42, 3890, 6013
1.4.4, 3.1.0, 42, 3890, 6034
1.4.4, 3.1.1, 42, 3890, 6095
1.4.4, 3.2.0, 42, 3890, 6117
1.4.4, 3.2.1, 42, 3890, 6117
1.4.4, 3.3.0, 10, 3890, 6235
1.4.4, 3.3.1, 10, 3890, 6235
1.4.4, 3.4.0, 0, 3890, 6352
1.4.4, 3.4.1, 0, 3890, 6357
1.5, 1.10.0, 141, 4379, 5322
1.5, 1.10.1, 141, 4379, 5318
1.5, 1.10.2, 141, 4379, 5325
1.5, 1.11.0, 141, 4379, 15110
1.5, 1.11.1, 141, 4379, 15088
1.5, 1.11.2, 141, 4379, 15107
1.5, 1.11.3, 141, 4379, 15107
1.5, 1.12.0, 108, 4379, 6336
1.5, 1.12.1, 108, 4379, 6335
1.5, 1.12.2, 108, 4379, 6328
1.5, 1.12.3, 108, 4379, 6323
1.5, 1.12.4, 108, 4379, 6323
1.5, 1.2.2, 0, 4379, 2092
1.5, 1.2.3, 0, 4379, 2116
1.5, 1.2.4, 0, 4379, 2197
1.5, 1.2.5, 0, 4379, 2197
1.5, 1.2.6, 0, 4379, 2200
1.5, 1.3, 10, 4379, 2850
1.5, 1.3.0, 10, 4379, 2850
1.5, 1.3.1, 10, 4379, 2843
1.5, 1.3.2, 10, 4379, 2953
1.5, 1.4, 573, 4379, 3296
1.5, 1.4.0, 573, 4379, 3296
1.5, 1.4.1, 579, 4379, 3349
1.5, 1.4.2, 749, 4379, 3455
1.5, 1.4.3, 928, 4379, 3790
1.5, 1.4.4, 928, 4379, 3890
1.5, 1.5, 1138, 4379, 4379
1.5, 1.5.0, 1138, 4379, 4379
1.5, 1.5.1, 1107, 4379, 4447
1.5, 1.5.2, 1107, 4379, 4479
1.5, 1.6, 1107, 4379, 4867
1.5, 1.6.0, 1107, 4379, 4867
1.5, 1.6.1, 1107, 4379, 4914
1.5, 1.6.2, 1107, 4379, 4950
1.5, 1.6.3, 1107, 4379, 5204
1.5, 1.6.4, 1107, 4379, 5204
1.5, 1.7, 0, 4379, 5398
1.5, 1.7.0, 0, 4379, 5398
1.5, 1.7.1, 0, 4379, 5373
1.5, 1.7.2, 709, 4379, 5473
1.5, 1.8.0, 482, 4379, 5314
1.5, 1.8.1, 482, 4379, 5319
1.5, 1.8.2, 482, 4379, 5323
1.5, 1.8.3, 453, 4379, 5335
1.5, 1.9.0, 208, 4379, 5269
1.5, 1.9.1, 198, 4379, 5290
1.5, 2.0.0, 119, 4379, 4804
1.5, 2.0.1, 119, 4379, 4825
1.5, 2.0.2, 119, 4379, 4819
1.5, 2.0.3, 119, 4379, 4829
1.5, 2.1.0, 119, 4379, 14476
1.5, 2.1.1, 119, 4379, 14525
1.5, 2.1.2, 119, 4379, 14536
1.5, 2.1.3, 119, 4379, 14536
1.5, 2.1.4, 119, 4379, 14536
1.5, 2.2.0, 99, 4379, 5749
1.5, 2.2.1, 99, 4379, 5747
1.5, 2.2.2, 99, 4379, 5749
1.5, 2.2.3, 99, 4379, 5749
1.5, 2.2.4, 99, 4379, 5742
1.5, 3.0.0, 61, 4379, 6013
1.5, 3.1.0, 61, 4379, 6034
1.5, 3.1.1, 61, 4379, 6095
1.5, 3.2.0, 61, 4379, 6117
1.5, 3.2.1, 61, 4379, 6117
1.5, 3.3.0, 29, 4379, 6235
1.5, 3.3.1, 29, 4379, 6235
1.5, 3.4.0, 10, 4379, 6352
1.5, 3.4.1, 10, 4379, 6357
1.5.0, 1.10.0, 141, 4379, 5322
1.5.0, 1.10.1, 141, 4379, 5318
1.5.0, 1.10.2, 141, 4379, 5325
1.5.0, 1.11.0, 141, 4379, 15110
1.5.0, 1.11.1, 141, 4379, 15088
1.5.0, 1.11.2, 141, 4379, 15107
1.5.0, 1.11.3, 141, 4379, 15107
1.5.0, 1.12.0, 108, 4379, 6336
1.5.0, 1.12.1, 108, 4379, 6335
1.5.0, 1.12.2, 108, 4379, 6328
1.5.0, 1.12.3, 108, 4379, 6323
1.5.0, 1.12.4, 108, 4379, 6323
1.5.0, 1.2.2, 0, 4379, 2092
1.5.0, 1.2.3, 0, 4379, 2116
1.5.0, 1.2.4, 0, 4379, 2197
1.5.0, 1.2.5, 0, 4379, 2197
1.5.0, 1.2.6, 0, 4379, 2200
1.5.0, 1.3, 10, 4379, 2850
1.5.0, 1.3.0, 10, 4379, 2850
1.5.0, 1.3.1, 10, 4379, 2843
1.5.0, 1.3.2, 10, 4379, 2953
1.5.0, 1.4, 573, 4379, 3296
1.5.0, 1.4.0, 573, 4379, 3296
1.5.0, 1.4.1, 579, 4379, 3349
1.5.0, 1.4.2, 749, 4379, 3455
1.5.0, 1.4.3, 928, 4379, 3790
1.5.0, 1.4.4, 928, 4379, 3890
1.5.0, 1.5, 1138, 4379, 4379
1.5.0, 1.5.0, 1138, 4379, 4379
1.5.0, 1.5.1, 1107, 4379, 4447
1.5.0, 1.5.2, 1107, 4379, 4479
1.5.0, 1.6, 1107, 4379, 4867
1.5.0, 1.6.0, 1107, 4379, 4867
1.5.0, 1.6.1, 1107, 4379, 4914
1.5.0, 1.6.2, 1107, 4379, 4950
1.5.0, 1.6.3, 1107, 4379, 5204
1.5.0, 1.6.4, 1107, 4379, 5204
1.5.0, 1.7, 0, 4379, 5398
1.5.0, 1.7.0, 0, 4379, 5398
1.5.0, 1.7.1, 0, 4379, 5373
1.5.0, 1.7.2, 709, 4379, 5473
1.5.0, 1.8.0, 482, 4379, 5314
1.5.0, 1.8.1, 482, 4379, 5319
1.5.0, 1.8.2, 482, 4379, 5323
1.5.0, 1.8.3, 453, 4379, 5335
1.5.0, 1.9.0, 208, 4379, 5269
1.5.0, 1.9.1, 198, 4379, 5290
1.5.0, 2.0.0, 119, 4379, 4804
1.5.0, 2.0.1, 119, 4379, 4825
1.5.0, 2.0.2, 119, 4379, 4819
1.5.0, 2.0.3, 119, 4379, 4829
1.5.0, 2.1.0, 119, 4379, 14476
1.5.0, 2.1.1, 119, 4379, 14525
1.5.0, 2.1.2, 119, 4379, 14536
1.5.0, 2.1.3, 119, 4379, 14536
1.5.0, 2.1.4, 119, 4379, 14536
1.5.0, 2.2.0, 99, 4379, 5749
1.5.0, 2.2.1, 99, 4379, 5747
1.5.0, 2.2.2, 99, 4379, 5749
1.5.0, 2.2.3, 99, 4379, 5749
1.5.0, 2.2.4, 99, 4379, 5742
1.5.0, 3.0.0, 61, 4379, 6013
1.5.0, 3.1.0, 61, 4379, 6034
1.5.0, 3.1.1, 61, 4379, 6095
1.5.0, 3.2.0, 61, 4379, 6117
1.5.0, 3.2.1, 61, 4379, 6117
1.5.0, 3.3.0, 29, 4379, 6235
1.5.0, 3.3.1, 29, 4379, 6235
1.5.0, 3.4.0, 10, 4379, 6352
1.5.0, 3.4.1, 10, 4379, 6357
1.5.1, 1.10.0, 182, 4447, 5322
1.5.1, 1.10.1, 182, 4447, 5318
1.5.1, 1.10.2, 182, 4447, 5325
1.5.1, 1.11.0, 182, 4447, 15110
1.5.1, 1.11.1, 182, 4447, 15088
1.5.1, 1.11.2, 182, 4447, 15107
1.5.1, 1.11.3, 182, 4447, 15107
1.5.1, 1.12.0, 112, 4447, 6336
1.5.1, 1.12.1, 112, 4447, 6335
1.5.1, 1.12.2, 112, 4447, 6328
1.5.1, 1.12.3, 112, 4447, 6323
1.5.1, 1.12.4, 112, 4447, 6323
1.5.1, 1.2.2, 0, 4447, 2092
1.5.1, 1.2.3, 0, 4447, 2116
1.5.1, 1.2.4, 0, 4447, 2197
1.5.1, 1.2.5, 0, 4447, 2197
